Kota,Tahun,DBH_PAJAK,DBH_SDA,DBH_Lainnya,DAU_Grant,DAU_Earmark,DAK_Fisik,DAK_Nonfisik,PAD,ICT,bm_pendidikan,bm_kesehatan,bm_perumahan,bm_lingkungan,bm_ekonomi,bm_infrastruktur,bm_pariwisata,bm_perlindungan_sosial,KEMISKINAN,PENGANGGURAN,KETIMPANGAN,IPM,PE
Kota Tidore Kepulauan,2023,102.26,54.12,61.25,164.71,120.9,74.24,115.18,163.31,78.76,145.78,284.21,113.28,185.07,138.7,85.7,286.44,82.59,19.84,4.1,0.4,79.82,2.26
Kota Tidore Kepulauan,2024,103.38,104.66,50.18,183.37,74.26,129.72,116.06,197.73,100.0,179.73,63.06,162.56,262.79,150.0,147.36,99.28,127.32,5.24,7.14,0.3,60.03,4.09
Kota Cilegon,2014,124.72,120.68,55.13,242.08,120.28,165.36,173.89,360.21,77.94,61.74,154.7,289.4,289.41,64.35,287.93,268.84,79.22,8.83,3.62,0.32,70.65,3.08
Kota Cilegon,2015,137.21,85.27,62.02,293.58,189.28,185.12,209.7,334.97,96.0,91.57,115.04,149.76,191.44,195.83,129.93,226.12,296.46,7.02,5.03,0.43,75.33,5.88
Kota Cilegon,2016,194.38,131.37,108.64,298.68,205.42,144.22,193.83,439.4,76.56,234.51,232.71,259.95,178.62,271.09,267.02,163.46,127.16,10.79,8.45,0.44,61.49,4.79
Kota Cilegon,2017,137.74,178.83,110.38,257.12,136.71,194.33,163.91,252.26,88.43,70.7,295.32,97.14,71.26,87.94,270.31,185.15,82.58,13.12,5.71,0.32,80.05,4.97
Kota Cilegon,2018,238.89,179.85,82.72,307.84,164.36,240.04,264.91,466.97,86.44,200.79,114.13,218.12,187.22,199.45,137.55,262.4,99.77,18.22,7.47,0.38,70.64,4.57
Kota Cilegon,2019,121.17,140.44,84.49,299.82,182.98,150.06,173.38,345.55,93.05,111.34,213.54,294.25,144.99,216.18,70.81,170.03,196.93,10.83,8.74,0.39,75.09,7.74
Kota Cilegon,2020,281.68,209.87,95.85,307.15,190.34,193.0,288.19,497.86,86.46,147.32,99.52,75.47,201.78,154.83,231.14,143.3,66.01,6.23,3.95,0.33,75.76,3.29
Kota Cilegon,2021,281.95,218.42,91.1,350.2,188.05,206.01,290.29,477.62,87.37,122.17,191.33,52.08,147.18,225.27,127.88,173.31,265.61,16.07,6.43,0.31,61.6,5.1
Kota Cilegon,2022,255.08,106.16,127.77,417.12,209.53,259.18,208.37,498.16,87.49,138.92,165.98,158.4,110.07,152.68,245.73,194.78,290.37,16.46,9.94,0.37,70.28,6.42
Kota Cilegon,2023,159.95,158.53,127.33,318.1,156.73,170.71,193.29,342.9,87.49,229.76,293.0,73.16,73.74,176.16,160.66,97.27,111.69,8.5,8.15,0.3,73.48,5.34
Kota Cilegon,2024,222.11,193.53,146.37,465.72,253.62,236.2,322.04,616.9,93.89,124.28,202.13,237.1,128.73,51.84,171.32,275.23,162.52,9.82,3.72,0.31,62.36,7.57
Kota Tangerang,2014,138.12,129.47,66.86,285.49,180.33,128.71,178.61,361.14,70.79,191.6,137.38,278.64,74.16,222.93,244.48,218.55,55.53,10.96,4.47,0.4,83.03,4.27
Kota Tangerang,2015,128.25,129.33,78.03,283.37,189.61,165.65,198.35,376.62,80.18,169.01,78.52,158.51,94.22,215.34,145.59,208.32,210.18,14.23,4.06,0.47,83.4,4.78
Kota Tangerang,2016,162.43,82.83,95.75,297.05,124.52,204.87,128.9,392.33,63.14,215.92,87.81,114.68,296.83,59.6,160.78,74.87,153.48,11.85,5.3,0.33,64.19,2.53
Kota Tangerang,2017,188.88,75.78,67.78,252.45,212.43,208.55,128.94,380.15,93.27,284.21,106.33,158.6,161.03,142.06,144.05,201.04,117.51,6.27,9.33,0.48,77.46,5.65
Kota Tangerang,2018,243.72,178.75,105.6,310.27,163.85,178.57,219.11,315.55,93.59,233.14,112.74,230.86,182.97,294.76,141.84,80.24,101.71,8.88,6.28,0.35,74.72,3.73
Kota Tangerang,2019,248.68,165.94,112.58,353.93,168.8,269.54,177.62,310.5,79.05,103.74,262.65,52.26,268.4,155.18,181.49,69.67,213.51,16.25,4.23,0.37,60.71,2.96
Kota Tangerang,2020,141.74,66.98,100.07,342.74,165.91,226.47,146.59,320.24,75.89,57.8,190.31,197.36,298.89,175.49,252.2,181.83,154.05,7.26,7.34,0.38,75.33,5.27
Kota Tangerang,2021,233.14,170.08,145.95,346.77,205.0,259.08,243.03,355.52,65.87,115.57,180.85,203.32,195.68,277.48,140.44,150.7,94.91,10.64,6.27,0.38,64.46,5.19
Kota Tangerang,2022,292.0,162.6,139.18,480.05,188.25,207.17,255.61,596.15,89.06,198.77,78.69,209.42,253.12,229.32,181.06,197.2,222.28,5.54,9.89,0.39,68.98,2.46
Kota Tangerang,2023,162.35,178.55,135.16,333.67,269.91,252.13,204.74,462.84,100.0,62.86,265.03,110.51,131.74,195.52,217.68,72.31,191.27,11.52,6.91,0.31,77.41,6.19
Kota Tangerang,2024,231.23,168.6,78.71,295.69,188.5,203.18,163.82,405.3,90.23,174.09,230.7,228.51,126.44,249.45,117.36,157.75,264.67,9.47,3.39,0.3,62.53,5.74
Kota Serang,2014,88.03,62.47,35.37,157.37,70.61,99.4,119.26,147.53,85.45,199.21,66.92,72.85,150.68,266.09,119.38,93.7,79.37,16.47,3.16,0.38,62.77,3.13
Kota Serang,2015,75.37,56.09,45.52,147.76,106.4,123.24,89.96,153.16,65.18,133.56,226.96,99.82,218.13,164.22,283.35,296.78,246.42,9.06,8.98,0.41,71.38,4.82
Kota Serang,2016,94.62,50.81,63.41,188.23,70.74,98.98,79.95,184.15,94.45,242.73,185.88,269.37,220.55,168.78,230.88,190.29,218.38,18.15,6.69,0.37,65.2,6.32
Kota Serang,2017,120.67,71.91,45.22,173.38,145.57,112.91,104.04,226.02,84.53,76.65,70.43,234.68,128.81,146.51,194.3,221.86,78.75,16.68,5.38,0.34,74.62,5.18
Kota Serang,2018,130.98,105.69,52.43,158.71,149.76,109.74,124.14,254.86,69.05,68.78,164.58,53.44,83.3,291.68,211.93,131.35,223.71,13.2,4.44,0.45,80.09,4.37
Kota Serang,2019,116.25,47.94,42.32,182.7,102.37,152.57,139.29,259.26,74.46,232.05,171.17,112.09,208.1,224.29,57.32,73.68,160.39,12.76,4.17,0.5,69.38,3.93
Kota Serang,2020,106.76,98.2,67.44,143.72,134.81,90.87,74.25,264.11,65.16,173.87,91.44,103.6,82.08,70.81,204.53,293.97,286.25,17.96,7.17,0.41,80.33,5.66
Kota Serang,2021,171.43,95.48,89.23,271.75,101.27,167.75,136.03,251.7,74.5,222.1,286.42,117.7,194.62,265.74,177.38,121.56,85.4,14.2,3.39,0.4,81.77,7.63
Kota Serang,2022,111.09,112.11,55.63,183.67,112.19,118.34,127.1,280.48,78.06,158.71,262.49,111.89,223.36,170.14,186.44,155.95,210.71,11.78,8.72,0.41,68.46,6.03
Kota Serang,2023,162.69,100.21,50.04,205.51,121.73,121.48,158.49,192.9,74.49,111.6,217.26,65.63,225.15,67.19,139.86,212.47,145.5,16.34,4.86,0.36,73.2,2.45
Kota Serang,2024,154.56,48.01,59.23,233.71,132.53,106.0,116.53,279.97,100.0,254.78,165.57,164.74,238.37,187.43,70.37,56.17,289.2,19.6,9.25,0.37,84.95,4.76
Kota Tangerang Selatan,2014,146.16,56.06,42.51,179.29,114.29,138.69,130.17,198.37,67.44,249.85,152.94,233.18,268.21,154.29,98.33,252.56,132.49,12.55,9.48,0.46,68.08,7.34
Kota Tangerang Selatan,2015,147.74,48.63,44.75,187.49,149.4,102.35,130.69,189.06,78.82,223.67,212.74,201.68,174.99,269.44,287.69,184.14,290.55,18.81,5.41,0.48,83.62,2.57
Kota Tangerang Selatan,2016,122.12,43.76,79.6,210.05,89.66,92.6,115.39,323.65,65.84,118.04,186.36,218.22,232.56,101.0,152.17,119.55,275.37,15.39,9.07,0.37,61.08,7.93
Kota Tangerang Selatan,2017,100.7,143.32,67.75,199.01,167.23,196.08,194.6,229.87,90.61,197.56,65.57,70.29,204.79,256.62,166.67,65.4,117.6,7.72,6.96,0.43,78.49,7.69
Kota Tangerang Selatan,2018,176.38,102.52,83.15,228.69,127.33,178.01,142.44,336.16,80.02,140.24,178.13,287.87,96.66,189.42,63.18,90.62,250.89,19.3,7.73,0.41,60.09,2.47
Kota Tangerang Selatan,2019,107.02,61.13,55.91,205.41,121.2,126.59,97.93,185.78,92.1,72.9,251.6,259.62,56.42,63.65,59.39,273.76,298.9,15.11,6.76,0.39,75.86,7.6
Kota Tangerang Selatan,2020,162.24,129.67,111.0,322.68,162.04,186.9,133.76,354.66,86.1,279.33,164.81,251.27,121.14,292.96,229.3,221.51,113.17,19.72,6.63,0.49,70.18,4.18
Kota Tangerang Selatan,2021,197.37,67.77,99.16,284.28,129.04,227.57,159.44,449.06,94.21,84.2,62.99,255.75,160.76,178.15,184.52,112.48,159.19,9.32,4.36,0.49,69.04,7.07
Kota Tangerang Selatan,2022,186.91,123.12,111.14,310.49,162.97,216.21,137.12,358.56,100.0,287.56,246.57,283.18,204.28,122.72,177.18,66.4,180.05,19.26,7.38,0.46,76.34,4.51
Kota Tangerang Selatan,2023,254.51,101.17,76.55,325.13,222.76,160.63,131.43,351.55,65.61,161.5,100.34,186.06,262.49,167.35,110.78,222.65,123.73,19.53,7.86,0.38,64.81,4.65
Kota Tangerang Selatan,2024,132.53,68.69,108.01,339.61,131.88,119.47,150.65,331.18,73.95,96.28,114.66,100.07,99.06,264.46,236.19,193.1,53.82,8.07,5.11,0.34,79.36,5.81
Kota Pangkal Pinang,2014,81.16,82.43,57.61,127.16,71.55,89.25,63.84,168.07,96.25,185.48,91.18,204.2,81.39,126.23,92.06,151.13,105.03,13.73,6.65,0.37,73.56,6.65
Kota Pangkal Pinang,2015,76.03,72.8,32.89,130.26,97.83,69.65,64.45,147.7,71.53,268.24,132.55,235.72,290.87,98.17,97.48,140.9,120.48,13.47,7.92,0.34,76.71,2.2
Kota Pangkal Pinang,2016,100.23,56.65,51.37,186.07,120.39,62.39,117.13,132.51,79.32,233.06,239.19,234.48,77.01,82.27,165.18,104.2,160.9,19.3,4.97,0.38,62.29,5.56
Kota Pangkal Pinang,2017,109.12,91.28,50.9,171.63,111.35,79.8,66.05,126.63,64.09,251.64,179.85,180.36,169.62,124.46,121.57,217.4,92.78,10.26,4.69,0.31,64.49,3.12
Kota Pangkal Pinang,2018,124.34,41.57,49.92,168.37,100.22,71.36,85.63,136.52,62.29,214.7,101.22,67.11,196.39,245.01,111.87,292.67,268.31,10.94,4.32,0.41,77.32,4.08
Kota Pangkal Pinang,2019,105.69,65.39,67.86,163.55,127.8,129.51,104.58,191.2,97.68,223.07,269.46,142.78,185.34,167.91,211.31,93.93,226.23,12.06,3.65,0.31,62.79,4.09
Kota Pangkal Pinang,2020,104.49,93.72,42.92,203.89,135.8,136.08,127.65,189.48,83.98,262.3,269.9,280.19,71.51,106.87,212.74,199.28,71.3,6.09,6.98,0.41,81.25,4.81
Kota Pangkal Pinang,2021,137.49,77.05,54.06,182.77,137.58,141.81,166.37,274.33,79.07,112.42,267.64,196.11,64.26,91.55,256.13,156.05,212.52,18.75,7.4,0.47,63.71,4.0
Kota Pangkal Pinang,2022,153.92,61.58,54.66,268.89,94.84,134.38,120.69,305.98,65.66,172.36,109.7,184.58,76.37,133.18,154.43,161.67,213.41,17.59,5.52,0.39,84.55,2.64
Kota Pangkal Pinang,2023,177.96,88.05,57.88,226.23,160.97,104.06,119.17,196.35,100.0,105.3,162.81,117.21,196.4,284.98,68.27,113.54,289.06,11.49,8.79,0.3,76.88,2.87
Kota Pangkal Pinang,2024,127.32,122.87,101.65,304.93,127.12,113.26,118.2,350.4,99.79,296.92,296.25,142.11,186.09,135.76,118.42,256.28,50.76,15.89,7.72,0.37,64.24,2.2
Kota Gorontalo,2014,92.03,50.11,35.63,122.08,64.49,67.38,58.28,143.39,76.75,286.01,243.0,273.84,108.44,297.03,295.0,171.31,111.98,5.55,4.3,0.45,68.14,4.82
Kota Gorontalo,2015,96.88,61.01,55.26,114.07,98.11,110.53,105.09,131.81,90.02,59.86,56.79,216.62,209.44,171.31,199.06,185.85,281.95,9.9,4.21,0.42,77.8,7.73
Kota Gorontalo,2016,88.34,68.34,40.78,163.78,101.66,61.1,93.03,141.78,71.45,226.39,66.3,246.85,255.02,94.79,227.43,126.19,283.03,13.36,9.7,0.48,70.11,2.69
Kota Gorontalo,2017,73.1,61.14,32.99,150.96,59.3,78.39,72.24,233.46,69.54,281.31,165.98,163.59,60.39,272.79,51.84,95.45,230.15,15.91,5.45,0.32,72.92,7.68
Kota Gorontalo,2018,92.52,80.41,48.65,158.6,92.79,116.05,116.33,182.18,81.69,95.14,277.31,207.56,174.53,165.09,179.55,71.48,241.44,9.59,6.22,0.34,75.91,6.4
Kota Gorontalo,2019,73.41,46.42,49.23,192.14,104.23,111.89,89.1,209.12,86.39,191.99,184.68,112.1,222.33,227.42,59.38,228.53,72.87,11.71,7.61,0.31,72.33,5.82
Kota Gorontalo,2020,86.59,95.38,38.61,150.9,98.58,121.64,92.49,227.71,66.31,278.87,174.45,226.37,113.08,295.93,192.31,99.06,178.47,17.85,5.17,0.38,68.91,5.87
Kota Gorontalo,2021,82.82,64.11,66.59,203.45,113.9,122.12,94.97,226.92,71.47,58.49,76.37,156.9,126.94,62.54,280.19,222.52,107.9,12.53,9.31,0.35,81.7,6.96
Kota Gorontalo,2022,79.8,95.78,40.49,234.42,146.46,101.46,98.34,216.08,98.32,224.36,214.2,160.64,203.41,74.17,292.1,147.59,95.3,10.34,5.61,0.36,75.53,2.64
Kota Gorontalo,2023,124.67,88.63,49.86,192.66,84.22,68.72,109.35,196.92,83.36,124.34,255.53,212.33,274.48,230.11,185.14,153.94,252.58,13.51,9.3,0.49,75.86,5.03
Kota Gorontalo,2024,95.68,58.33,76.5,214.64,127.65,115.52,141.9,209.25,100.0,281.1,145.11,284.07,252.48,120.46,164.55,167.29,83.76,14.4,4.22,0.31,68.26,6.18
Kota Batam,2014,94.15,60.38,69.11,221.42,93.34,89.89,177.43,296.09,62.71,292.76,243.9,66.0,195.78,96.08,286.25,141.93,167.16,10.48,6.29,0.35,68.62,5.52
Kota Batam,2015,177.94,64.65,86.96,200.5,114.82,98.02,107.81,362.39,81.99,286.07,291.12,256.19,232.56,59.84,218.4,75.15,284.64,11.89,3.54,0.49,81.97,7.0
Kota Batam,2016,195.08,72.66,92.64,271.41,188.65,181.3,135.86,358.07,79.31,168.55,100.94,123.1,141.21,55.46,66.22,127.41,96.46,8.94,5.3,0.32,83.38,2.43
Kota Batam,2017,150.96,88.49,97.29,231.81,176.57,184.2,142.52,273.64,68.93,265.51,180.83,160.98,210.24,243.62,166.43,215.93,294.5,16.22,9.39,0.45,65.68,6.14
Kota Batam,2018,160.14,124.21,105.68,252.57,205.95,184.22,218.51,270.52,96.4,261.14,121.78,55.48,166.55,83.61,110.06,216.45,298.57,11.31,8.83,0.3,62.81,5.2
Kota Batam,2019,159.65,183.99,73.73,294.41,218.57,206.71,197.15,381.53,80.73,129.78,248.21,125.26,97.48,166.93,167.45,121.56,188.9,17.65,4.64,0.39,63.89,4.27
Kota Batam,2020,148.94,99.31,87.61,241.39,130.05,200.8,170.19,444.2,89.2,257.23,194.4,175.66,225.43,201.47,163.87,165.03,92.54,15.42,3.06,0.42,62.34,4.04
Kota Batam,2021,260.91,135.1,110.23,293.11,188.34,243.17,152.95,331.6,66.04,59.25,208.65,64.04,189.12,157.09,195.54,98.36,129.03,11.68,7.99,0.38,83.19,5.72
Kota Batam,2022,147.46,130.05,65.94,285.75,125.24,113.59,120.59,415.22,96.06,199.07,249.48,172.77,139.66,56.78,139.19,102.59,156.12,13.28,8.57,0.37,74.82,7.35
Kota Batam,2023,251.32,161.14,111.76,264.31,200.16,189.48,249.01,324.8,68.12,107.5,148.99,281.78,277.83,245.88,91.07,55.76,127.33,9.05,5.88,0.35,63.23,4.98
Kota Batam,2024,238.43,208.3,140.09,349.17,236.81,165.74,293.05,429.72,71.61,80.14,278.77,76.35,55.23,52.63,175.93,274.19,120.16,10.91,5.12,0.39,66.29,6.95
Kota Tanjung Pinang,2014,82.53,36.18,33.05,129.3,47.36,85.0,54.86,151.05,66.59,69.24,183.26,241.11,128.94,240.47,257.55,102.68,293.06,13.74,6.87,0.47,62.54,4.41
Kota Tanjung Pinang,2015,72.04,61.41,28.48,131.26,65.55,55.68,82.37,102.18,90.78,224.07,89.49,152.42,64.22,273.33,216.0,106.88,88.34,12.72,3.45,0.37,75.03,2.61
Kota Tanjung Pinang,2016,69.95,46.26,30.54,122.29,97.27,92.15,57.03,102.56,69.65,134.97,223.97,213.79,241.63,158.21,134.59,119.9,233.33,19.0,6.69,0.41,79.52,2.37
Kota Tanjung Pinang,2017,74.45,73.79,42.01,108.21,56.94,60.51,88.76,130.17,97.35,231.19,248.32,115.06,225.53,183.89,283.88,81.85,50.1,5.32,9.61,0.33,60.24,2.31
Kota Tanjung Pinang,2018,63.18,47.16,49.12,147.28,74.53,72.17,79.55,127.22,71.43,66.34,129.19,89.87,132.84,169.25,278.05,209.82,199.05,5.78,9.57,0.34,64.96,4.28
Kota Tanjung Pinang,2019,83.34,28.97,32.07,132.87,94.07,68.63,79.51,174.02,100.0,128.82,264.29,90.12,218.92,147.3,102.34,68.79,278.99,18.33,5.28,0.33,72.23,4.02
Kota Tanjung Pinang,2020,69.35,57.78,31.8,127.07,92.67,81.12,115.3,200.23,62.52,184.87,276.54,67.62,148.98,271.86,59.85,83.55,121.98,11.81,5.86,0.4,61.01,6.31
Kota Tanjung Pinang,2021,136.21,46.45,38.19,146.12,113.22,113.25,125.96,238.83,83.78,247.68,119.23,96.41,239.06,273.48,235.33,211.19,96.38,11.75,7.29,0.44,72.82,6.46
Kota Tanjung Pinang,2022,102.76,66.06,51.35,163.21,107.39,102.62,94.93,210.11,85.54,129.69,295.88,216.05,163.55,133.95,256.9,134.92,212.92,11.74,4.69,0.3,74.0,2.31
Kota Tanjung Pinang,2023,133.0,58.1,47.01,148.5,72.2,119.57,84.28,217.02,69.57,206.47,85.18,270.42,153.07,203.77,291.97,226.99,228.15,15.32,6.3,0.48,71.09,3.33
Kota Tanjung Pinang,2024,116.95,83.99,35.9,124.97,67.24,79.36,121.66,192.27,97.17,271.49,100.5,253.53,283.68,281.73,272.46,189.36,222.01,10.6,9.22,0.39,67.88,3.65
Kota Tarakan,2014,216.91,119.09,105.26,256.4,185.09,233.4,151.88,422.21,91.02,203.97,96.06,221.28,112.72,290.51,200.13,114.01,129.83,12.36,3.28,0.45,64.21,5.29
Kota Tarakan,2015,135.12,180.08,80.38,277.1,140.53,242.2,213.06,433.53,68.66,108.24,273.5,77.61,80.11,177.24,182.51,212.71,113.05,12.49,6.32,0.32,74.0,2.87
Kota Tarakan,2016,248.81,163.16,88.91,270.73,224.67,141.2,149.67,304.92,72.84,56.1,213.57,122.3,196.14,163.21,56.96,79.07,288.98,13.35,8.51,0.36,62.12,2.8
Kota Tarakan,2017,235.2,97.1,82.07,396.54,262.92,267.81,243.21,319.73,84.85,267.52,88.03,127.45,292.33,119.67,111.66,184.1,280.82,8.18,5.38,0.36,83.91,7.66
Kota Tarakan,2018,257.46,102.44,142.58,422.32,173.78,279.44,190.0,322.84,93.67,55.32,160.08,112.49,144.46,289.72,164.9,159.29,164.33,14.85,7.58,0.32,67.97,6.83
Kota Tarakan,2019,276.03,202.29,99.73,341.87,209.99,205.39,203.03,392.31,99.2,268.68,203.82,178.75,65.51,85.7,207.13,116.97,261.55,13.62,5.3,0.46,64.6,3.08
Kota Tarakan,2020,153.51,148.67,79.95,450.96,271.18,225.67,164.56,482.34,70.02,182.23,70.87,183.89,134.83,194.96,189.31,201.0,163.08,16.38,4.34,0.41,80.36,4.44
Kota Tarakan,2021,310.26,237.35,166.72,413.94,269.95,308.14,292.04,686.78,94.46,284.77,270.6,139.22,176.48,120.64,235.66,267.83,156.1,5.21,5.49,0.36,66.56,4.13
Kota Tarakan,2022,254.73,87.15,129.78,401.43,186.42,186.72,242.76,525.26,100.0,249.7,250.9,138.45,90.48,119.75,119.94,299.73,89.19,18.15,8.96,0.49,74.53,6.75
Kota Tarakan,2023,355.47,274.13,99.42,582.96,289.63,353.44,221.56,548.75,78.19,299.48,176.3,257.14,214.53,151.24,191.24,201.94,156.6,9.07,5.04,0.32,80.14,5.06
Kota Tarakan,2024,186.15,95.65,112.69,319.72,178.56,211.09,234.4,318.07,68.84,137.68,291.78,247.32,299.44,299.7,72.04,151.18,184.35,7.63,4.73,0.49,69.93,2.77
Kota Sorong,2014,80.42,30.98,27.92,133.21,75.47,61.35,91.06,215.07,67.37,241.8,154.44,126.95,162.93,63.74,153.42,106.3,55.63,10.93,7.37,0.49,80.79,6.43
Kota Sorong,2015,98.24,35.51,42.75,128.86,65.65,80.64,63.95,192.12,86.46,150.48,296.03,278.45,138.68,194.64,237.54,114.27,161.03,11.84,6.72,0.33,63.49,4.38
Kota Sorong,2016,118.89,35.71,38.5,171.87,64.22,112.36,91.3,168.7,78.75,169.97,216.98,288.2,150.18,70.64,223.35,169.86,245.34,9.65,5.08,0.36,82.12,3.58
Kota Sorong,2017,107.24,83.42,40.37,168.15,93.78,114.48,84.09,211.07,65.53,206.88,208.67,131.69,78.79,88.63,297.66,141.82,220.01,18.23,5.82,0.31,72.9,4.25
Kota Sorong,2018,104.94,91.06,46.62,154.77,103.84,69.25,78.67,240.86,94.16,268.42,91.49,138.61,270.82,159.89,119.47,278.45,208.79,15.05,3.09,0.34,77.07,4.99
Kota Sorong,2019,131.97,56.82,69.26,183.12,121.69,114.53,80.53,281.63,100.0,296.02,270.48,176.41,153.71,177.62,174.55,142.07,277.39,6.84,4.78,0.46,75.46,4.06
Kota Sorong,2020,116.28,67.28,73.72,156.21,142.4,94.42,141.83,174.79,100.0,242.07,156.87,285.28,146.82,114.7,132.38,143.36,54.51,13.7,9.22,0.39,78.66,3.45
Kota Sorong,2021,138.49,113.67,57.69,173.31,83.56,99.41,91.17,248.49,87.48,154.44,90.56,269.08,214.92,129.11,160.15,145.88,189.26,7.77,3.27,0.31,80.79,4.39
Kota Sorong,2022,105.81,108.63,41.69,232.2,125.93,92.21,130.82,274.78,98.93,155.34,53.15,75.64,160.51,71.74,264.24,259.16,246.84,11.44,9.03,0.33,66.97,2.12
Kota Sorong,2023,80.4,49.05,63.66,137.98,94.78,101.75,126.07,265.28,68.36,234.4,189.94,148.18,212.06,125.8,221.05,212.7,185.33,16.3,9.8,0.46,84.08,6.63
Kota Sorong,2024,94.64,79.05,72.16,206.04,111.61,138.26,169.47,181.43,87.55,109.69,181.85,188.34,65.36,291.64,270.61,203.54,130.97,16.54,8.06,0.49,83.27,3.03
